date,username,hashtags,tweet
2022-08-06,emmysdildo,[],I THINK I HAVE MONKEYPOX /SRS
2022-08-06,ohhzilla,[],@adrianpreciado_ @btoma15 @PadresFoo Oh lord here’s your bf let me go not tryna catch monkey pox
2022-08-06,garrisonmartin8,[],@jrsamplesbr549 @mychrissyking @JoJoFromJerz @Jim_Jordan @POTUS Monkeypox on the wing. 🙀
2022-08-06,carrottop_curls,['monkeypox'],If we enter another lockdown due to #monkeypox more people will die from further damage to our already broken economy than from an extremely low-mortality disease that’s mostly spread through sexual and intimate contact.
2022-08-06,johnjomycroft,['r4today'],#r4today   Monkeypox vaccine is made in China. ALL of the USA supply comes courtesy of Beijing.  Pelosi might just have this week kiIIed off half the alphabet people in her home state.
2022-08-06,wowcacao,[],"@AccountKo02 @kuyakim_atienza This is quite accurate. It is the ""risky sexual behavior"" that puts a person who identifies as LGBT at an increased risk of contracting monkeypox. I think this should be emphasized."
2022-08-06,karina_eliza15,[],oomf said monkeypox is in the valley… please say sike rn
2022-08-06,hmh461,[],@caslernoel @KindnessOverH8 @RepMTG - Monkeypox has entered CPAC  -Monkeypox wants nothing to do with this but knows this is gonna be blamed on it somehow
2022-08-06,regibonn,[],CDC: Consider fewer sexual partners to avoid monkeypox - The Washington Post  https://t.co/AUVDlBsAK1
2022-08-06,te_amo_247,[],I thought Monkey Pox was only in the homosexual community but I guess it's anybody's problem now.
2022-08-06,asistensiph,"['monkeypox', 'asistensi']",Lamang ang may alam!  Here’s what you need to know about #monkeypox - so you can better take care of yourself and your family.  Check out more about our #asistensi plans and offerings here:  https://t.co/c1Duqa1Uiu  https://t.co/euSTxHUIxI
2022-08-06,wrevoint,[],"Number of monkeypox cases in UK beginning to plateau, figures suggest  https://t.co/dlKPTidmrB"
2022-08-06,dpdraz,[],ppl are freaking out about monkey pox.. can you all do like 5 minutes of research for once in ur life
2022-08-06,dallasjeff,[],@ResisterSis20 Monkey Pox
2022-08-06,flowermusickids,[],- Schools start in 1 week. This individual reports in a second video she did not contract monkeypox virus from sex &amp; is not sure how/where she became infected.  Modes of transmission: airborne &amp; contact. Children will not do well with this virus. We know this in advance.
2022-08-06,killstarlexi,[],me &amp; val were lowkey thinking abt monkeypox during it 😭😭😭
2022-08-06,harrigillrob,[],@weartv I’m guessing Tyler was trying to spread Monkey Pox and the kid said no.
2022-08-06,2011aventador,[],"@DrEricDing We already got to deal with coronavirus and monkeypox, now we gotta deal with this shit. What the fuck is going on with this year?!  https://t.co/XJoqSRxnw1"
2022-08-06,cineburk,[],"@Jabip @benryanwriter @clewisreports I think the article you linked to overstates how easily monkey pox spreads, but if I had to guess which (if any) ""communities"" will be hit next, I would guess promiscuous college students."
2022-08-06,soloeslamala,[],Im genuinely so scared of catching monkeypox like no funny shit
2022-08-06,uyyfranco,"['monkeypox', 'monkeypoxvirus', 'tpoxx']","End of day 2, about to take my 4th dose. This is incredibly nasty. I am still in so much pain from the lesions but the fever and headaches haven’t come back. I wish tpoxx worked faster 😩 #monkeypox #MonkeypoxVirus #tpoxx  https://t.co/uhSx9MroSL"
2022-08-06,g1rlonllne,[],went thrifting today and all i could think about was potentially getting monkeypox…my face was itching but i was too scared to touch it omg   https://t.co/MVUrhnxQI0
2022-08-06,herlaptop112,[],Nobody has died from monkeypox but its very contagious. U c unlike Trump who did diddly squat about covid &amp; let it get completely out of control dems like 2 get ahead of the problem beforehand so the sh*t doesn't hit the fan like the way it did with Trump's covid in 2020.
2022-08-06,freshgaycorpse,[],Just heard a straight man talking about monkey pox at the phoebe bridgers show and like okay dude we were doing that first
2022-08-06,adda_josh,[],Where can I get a monkeypox vaccination in Paca?  https://t.co/sw55TfAknR
2022-08-06,sagilca,[],"""As an infectious disease reporter and a gay man, I’ve grown frustrated with public health response &amp; communications around monkeypox. To control the outbreak, most vulnerable need to have info""   https://t.co/Y5nn2V3srE"
2022-08-06,jennibeattie,[],"Monkeypox Makes It 3 Strikes, and Now We’re Out  https://t.co/KJawisHiC2"
2022-08-06,phantomxspice,[],White House Declares Monkeypox a Public Health Emergency  https://t.co/OBkjOSEynU
2022-08-06,avnblogfeed,[],United States declares monkeypox a public health emergency amid a rise in cases  https://t.co/nhEJCb90a3
2022-08-06,khadija_news,[],"Precautions to take against COVID-19 and monkeypox, and the possible spread of polio  https://t.co/PaKAda3f8s"
2022-08-06,boobiebungelow7,[],"I would eat caviar off of @peteburdette' ass, even though plates are bigger, if he could get Brian Stelter to come out of the closet via the monkeypox not gay pandemic"
2022-08-06,c0deblue,[],"@skol_fvcker @axios That's what I'm saying, I didn't get a vaccine for it cause they didn't come up with one and I don't have it, just like I don't have monkeypox"
2022-08-06,1bagszn_tay,[],"monkey pox got me washing my hands 1,000 TIMES A DAY😭😭💯"
2022-08-06,jacquel79322616,[],@PeterSweden7 Taking it up the bum creating monkey pox instead
2022-08-06,edurossier,[],The New York Times: A Stranger Filmed Her on the Train. TikTok Users Decided She Had Monkeypox..  https://t.co/PyZhf1ftJj  a través de @GoogleNews
2022-08-06,benryanwriter,['monkeypox'],"@Meg_22q @ddiamond Thankfully they do not have sexual contact, which is the overwhelming driver of #monkeypox transmission in this global outbreak. Sources:  https://t.co/d2tgNe40RO"
2022-08-06,carrottop_curls,"['monkeypox', 'monkeypoxvirus']","10 deaths out of 26,864 cases, and none in the US. There’s scarier diseases circulating every single day that no one even thinks about. Do NOT let the government scare you into submission for a second time. #monkeypox #MonkeypoxVirus  https://t.co/cFl1SBvpkY"
2022-08-06,bisparhamlingus,[],“Any dense sexual network is at risk of monkeypox” ok can we finally ban college acapella groups
2022-08-06,thesiblesnipe,[],@TomTheParamedic @SECAmb_Pride @PrideBrighton Monkey pox super spreader event.  Will there be the same rules in place us mere mortals had to follow?  2 metre distancing Pox marshalls No groups larger than 6 Scotch egg with your beer No more than 2 families can meet Police enforcing them in an aggressive manner
2022-08-06,thalesnemo,[],"@ironbow @SafetyFirst____ Monkey Pox , Chicken pox , allergic reaction!"
2022-08-06,theregohenny,[],They say monkeypox can be transferred by touching money so a lot of you 🥷🏾🥷🏾🥷🏾🥷🏾🥷🏾🥷🏾 are safe
2022-08-06,raffiatim,[],@CellPressNews @The_InnovationJ Looks like monkeypox has completely eaten NZ.
2022-08-06,aimhardoi,['monkeypox'],I think the CDC has released a new testing method for #MonkeyPox  https://t.co/woK7cxhXnr
2022-08-06,igohard4onika_,[],This monkeypox stuff is scary as hell
2022-08-06,kyloryan2009,[],"@SubhanCheema46 At first I thought you were talking about Monkeypox....but you're STILL pushing the Covid narrative!?   It was ridiculous to talk about closing schools last yr, talking about it this year when KNOW kids aren't at risk, is completely insane.   I'm so glad I live in a red state.🙄"
2022-08-06,nlk_86,[],@JoeBiden @KamalaHarris Ok thank u so much for announcing monkeypox as a public health emergency next task MAKE TESTS AND VACCINES ACCESSIBLE TO ALL PEOPLE PLEASE THANK YOU
2022-08-06,sagewellington,"['masks', 'monkeypox']",@ebufferd @NYCMayor @POTUS @SecBecerra #Masks are not helpful for #monkeypox
2022-08-06,eoinpoil,[],@BMcKev @rte @IrishTimes I am surprised they don't find term monkey pox offensive?
2022-08-06,westendboy6,[],"@mehercle @HFT3102000 @marvelbiz If monkeypox is the new AIDS then, it will not be exclusively in the gay community. It will quickly spread to bi-sexual, then heterosexual communities."
2022-08-06,em_lickspittle,[],Are Western Governments really going to try to convince their populations that it is OK to contract monkey pox? How about Polio and which is picking up in New York? 🤦1/2
2022-08-06,joanoambushfire,[],@Mark_Butler_MP What about reducing Covid transmission by ordering mask wearing? More people killed and health ruined by Covid than by Monkey Pox.
2022-08-06,russtophocles1,[],"@marinasmigielsk It’s Broke Back Mountain Spotted Fever, not monkey pox  just like the Sus Scrofa (pig) industrial complex and avian industrial complex flipped out and made them change the names from Swine Flu &amp; Bird Flu to H1N1 and 23-19 respectively"
2022-08-06,jenifer58805679,[],"Monkeypox in NJ: Your questions, answered  https://t.co/eJFsR3OpyB"
2022-08-06,gayshipruinedme,[],"what a wonderful day to be trans and gay, as if that made it easier for me to get a vaccine. stop labeling monkeypox as a gay disease. i will knock anyone's teeth out around me who says it."
2022-08-06,prettygirlmaja_,[],I’m so scared of monkey pox wtf
2022-08-06,barolinnne,[],I’m not going to lie monkey pox got me freaked the f out.
2022-08-06,23cromosomicos,[],"Spain: delays Covid reinforcement for a month. Two possible causes: 1-waiting for the new ""latest generation"" anti covid and 2-association with others, including Monkey Pox. Question: why is there flexibility in the period to receive the reinforcement? https://t.co/JLWiZJABpA"
2022-08-06,hobbitstumpy,[],"@iluminatibot I had forgotten about this, but there's your monkeypox if I am not mistaken."
2022-08-06,blogfeedser,['thedaily'],How Monkeypox Went From Containable to Crisis #theDaily   https://t.co/s8V5gsxIKz via @PodcastAddict  https://t.co/ppJzSxRu3r
2022-08-06,meisabheena,"['monkeypox', 'monkeypox', 'getvaccinatedmonkeypox']",I am vaccinated for #MonkeyPox are you ? It’s important that you access correct information on #MonkeyPox from @WHO and access the vaccination earliest if you are at the high risk #GetVaccinatedMonkeyPox  https://t.co/lfkp78n4gp
2022-08-06,lawindsor,[],"Nazis, COVID, monkeypox, human-size bats… imma go hide✌️"
2022-08-06,kitchen86,[],@drdavidsamadi Monkeypox? What’s monkeypox?
2022-08-06,flyer4life,[],The Monkeypox Scam Heats Up  https://t.co/CAaP0xGEXl
2022-08-06,benryanwriter,['monkeypox'],"@feralflowerlvr @ddiamond Yes, childcare, thankfully, does not involve sex. Sex between men is the overwhelming driver of this global #monkeypox outbreak.  https://t.co/lmjgxrlFC8"
2022-08-06,jasmine_elise,['nope'],@ITSSHYMAR1E Ma’am with monkey pox floating around u wanna expose ur baby to that filthy pump. #Nope
2022-08-06,seanlconnelly,[],@patriottakes Odds are this dude ends up with monkeypox and pedo porn on his phone.
2022-08-06,hackerhog,[],@ABC I thought the small pox vaccine we got when we were kids covered this monkey pox. Quit scaring us
2022-08-06,kyletweets365,[],Democrats aren't treating Biden's MONKEYPOX 'EMERGENCY' like an emergency  https://t.co/rWvhNia7cU via @YouTube
2022-08-06,mikejon52048477,[],@piyushmittal Right 👌 you're due for that 3rd booster pretty soon and a monkeypox vaccination 🤡  As soon as you're fellow sheep start posting a tawianeese flag avatar you sheep will forget about ukraine and follow the leader.  https://t.co/1wxkpaYX5S
2022-08-06,bowtiedgrayjay,[],"Lmao can’t tell g@ys to spreading monkey pox, they gotta get that man pussy"
2022-08-06,pissbouncer,[],now tell me why the top 3 states ive been thinking of moving to are in the top 10 most cases of monkeypox in the u.s 😭😭  https://t.co/QSN5jB222r
2022-08-06,pophalesamarth,[],"Illinois daycare worker tests positive for monkeypox, children and other staff potentially exposed  https://t.co/zeY8T3MQKe"
2022-08-06,0pip01,[],@ThomasHoufek @FridaySaucy @tyler02020202 @DoctorLockwood I mean if you and your partner aren't sleeping around you won't get monkey pox. It's mfs out here being man hoes who are getting monkey pox.
2022-08-06,ozell_lll,[],Who will be the first conservative nut job to catch the monkeypox after calling it the gay disease lmao
2022-08-06,carrottop_curls,['monkeypox'],1% fatality rate in #monkeypox  https://t.co/E3JJXIRKJk
2022-08-06,timmaymn,[],"@TimRunsHisMouth Zero people have died from fentanyl crossing a “wide open southern border”. Unless you mean “open” to aircraft.  There are something more than 7,102 confirmed monkeypox cases. I don’t know of any confirmed deaths, but deaths aren’t the primary concern, spread is."
2022-08-06,sardohorn,[],@LisaA93194133 I quit because of COVID and the lack of mitigations (my wife is CV). Monkeypox makes it even less likely I'll return in the near future.
2022-08-06,bannedcountry,[],@GBNEWS I’m going to avoid monkeypox the best possible way by not putting my willy up someone’s bottom. But cheers for the advice.
2022-08-06,toidelhi,"['monkeypox', 'delhi']","3 persons of African origin still admitted to hospital.They're recovering from fever &amp; skin lesions. No suspect other than them found as yet. The person admitted in July has recovered completely and went back: Dr Suresh Kumar, MD, LNJP Hospital on #monkeypox cases in #Delhi (ANI)  https://t.co/uUClJ5JpBh"
2022-08-06,annietehworst,[],"@FinchTH That is exactly what he is insinuating. The ""conservatives"" have been doing that for at least a week already, opining on social media that if any kids get Monkeypox, DCFS should be ""called in"" immediately. Marjorie Taylor Greene is one who's calling for that. It's vile."
2022-08-06,steeny71,[],UK: 'Early signs' that monkeypox outbreak may be peaking  https://t.co/d9G8R9IU7T via @Yahoo
2022-08-06,sagewellington,"['monkeypox', 'monkey', 'lies', 'propaganda', 'mindcontrol']",@NYCMayor @POTUS @SecBecerra The only thing spreading is your bull !! Eric we are not fallkng for this #monkeypox narrative. Anyone here know anyone with #monkey pox? 🤣 #lies &amp; #propaganda #mindcontrol
2022-08-06,rogertdodger2,[],"@atrupar When evidence from Russia that bio labs in Ukraine etc developed covid19 and released by America, democrats will shut down every thing because monkeypox 5 deaths is a pandemic"
2022-08-06,smollestbunny,"['monkeypox', 'polio', 'contamination', 'packagedfood']",Anyone else thinking about all the packaged foods that will be contaminated because of pox and potentially also polio? How do we avoid this?  #monkeypox #polio #contamination #packagedfood
2022-08-06,abdullahhasib2,[],@NEUnion Not one mention of the continued risk to your members posed by Covid due to zero mitigations in schools. When your members get infected in their thousands with Monkeypox which IS airborne too will you finally get off your backsides and act? Your union should disband in disgrace.
2022-08-06,wetbread77,[],"@checo4teen This coming from a WeHo Dodger fan. How's the monkeypox healing, bud?"
2022-08-06,flyer4life,[],The Monkeypox Scam Heats Up: Part II  https://t.co/AySJFZc7i5
2022-08-06,lexgb72,[],@asymons33 @catturd2 Stopping monkeypox is easy. Just stop buttfucking dudes at anonymous piss orgies amiright?
2022-08-06,mightwindyouup,[],"@clashpandaRay1 I read that first as the @dallascowboys declared a monkeypox outbreak in training camp, and I wasn’t at all surprised."
2022-08-06,cockythagod,[],whole lotta news outlets putting together trash right now...they spent the whole budget on monkeypox ads.
2022-08-06,kali_kinx,[],Yo these mosquito bites giving monkey pox the way they big af 😂😂😂😂
2022-08-06,quickards,[],Monkeypox is just being Filipino
2022-08-06,benryanwriter,['monkeypox'],@jules_fun @ddiamond I am reporting the facts. More than 95% of global cases of #monkeypox transmit via sex between men. Sources:  https://t.co/d2tgNe40RO
2022-08-06,mfaishalnazar,[],Monkey pox             Money pox  https://t.co/9hndHAHo2B
2022-08-06,drflarmers,[],@ClydeDoSomethin Monkey Pox is itchy.
2022-08-06,d44nki,[],honestly monkeypox has me wanting to never go outside ever again
2022-08-06,arabnewsjp,['monkeypox'],"A man in his twenties who belongs to the U.S. military's Yokota base in Tokyo, Japan, has tested positive for #monkeypox, making him the third case of the virus in the country, the health ministry said.    https://t.co/mrlb7jwFrv  https://t.co/kQnilFEM5y"
2022-08-06,le_chat_curieux,['monkeypox'],#monkeypox covid 19&gt; effet secondaire?
2022-08-06,tht_brighton,"['brighton', 'pride']","If you’re planning to go to #Brighton #Pride make sure to check yourself for monkeypox symptoms, incl. any unusual rashes or lesions. Even if it’s just one spot, take a break, stay at home &amp; call 111 or your local sexual health clinic. Let's keep each other safe at Pride  https://t.co/hdy1l60c1C"
2022-08-06,nathalie_marx,[],"Is it a cold, allergies, or COVID walked so that is it acne, mosquito bites, or monkeypox could run"
2022-08-06,bumblebuzz6,['monkeypox'],They formally filed me as dying &amp; then denied me all care/treatment. Blow this up until I receive care/treatment. Tag everyone. RT. Like. #monkeypox 🆘🚨🆘🚨🆘
2022-08-06,denverpost,[],Colorado had recorded 79 confirmed monkeypox cases as of Thursday. Here'w what Coloradans need to know about monkeypox and how to protect themselves against it.  https://t.co/wEkXELkjLn
2022-08-06,machohonkler,[],@RadioShack 100% chance this dude got monkeypox tonight
2022-08-06,neighborhoodsos,[],The masks ain’t gonna be able to save us from this monkeypox shit
2022-08-06,kiwi2sw33t,[],How I'm feeling about this monkey pox 🤦🏾‍♀️🙏
2022-08-06,benryanwriter,['monkeypox'],@legendof12thman @ddiamond And in Africa we don’t see the rampant rapid transmission of #monkeypox that we’re seeing elsewhere in the world. Sex between men is the overwhelming driver of this outbreak.  https://t.co/lmjgxrlFC8
2022-08-06,montramoth,[],@AlsoMintyy_lol @OrdinaryGamers May the light guide them away from monkeypox
2022-08-06,newstapofficial,"['monkeypox', 'visakhapatnam', 'gitamuniversity', 'gitamhospital', 'andhramedicalcollege']",Monkeypox suspect absconds in Visakhapatnam #monkeypox #Visakhapatnam #GITAMUniversity #GITAMHospital #AndhraMedicalCollege  https://t.co/A374n9a3r6
2022-08-06,drabioye,[],"I am worried about monkey pox when school reopens. Curiously, I haven’t heard any plans from state or local school district to anticipate and prevent it 😭"
2022-08-06,jimthespaceman,[],MFs gonna cook some fuckin COVID/Monkeypox hybrid and doom the human race.
2022-08-06,carrottop_curls,['monkeypox'],"Just stating it now that the strain of #monkeypox that broke out has a fatality rate of under 1% and NO ONE in the US out of nearly 3,000 cases has died yet, just in case that number is falsely hiked up in the coming weeks to months."
2022-08-06,chkmate67,[],"EXECUTIVE ORDER: no butt fking, national emergency. Flatten the curve (if u're not a flat butt😈). Monkey pox world wide emergency. Stop the BUTT fking.  https://t.co/fxab2zFye5"
2022-08-06,kirakote,[],when i bought my ticket to rolling loud i didn’t think there’d be a FUCKING MONKEYPOX OUTBREAK
2022-08-06,havenosecrets,[],"As monkeypox strikes gay men, officials debate warnings to limit partners  https://t.co/4LFGq19GOH via @Yahoo"
2022-08-06,maxximillion1,[],"@BTownzTownB @QReprobate @kwmcconnell Vote blue no matter who is the true cult. Yes, I know what a book is and doubt one ever laid in your hands. I'm sure you and your ilk though know what bath houses are all about. Monkey pox anyone?"
2022-08-06,djschemes,[],Covid to monkeypox:
2022-08-06,topsy2022,[],"@cripipper21 @bollerrrr What’s that coming over the hill…oh, it’s our good friend Monkeypox! Good luck telling it to sling it’s hook😜"
2022-08-06,real_bobby_levy,[],"If I couldn’t go to Church in person for three months to “stop the spread”, maybe we should ban having unprotected orgies for a few weeks to stop the Monkeypox spread."
2022-08-06,48arbeik,[],"@TomTheParamedic @SECAmb_Pride @PrideBrighton Remember guys, if you’re thinking multiple cocks, think, monkey pox.   Have a great time."
2022-08-06,em_lickspittle,[],"So, @adamhamdy, I guess I'll throw the 'can you believe we'd be here' back at you today, what with monkey pox, that New York declared a public health emergency as well as other places in US and, well, polio in Ney York looking troublesome too now  https://t.co/Ja5PLhArkY"
2022-08-06,gofiguresg,[],Stop sitting bare skin on public toilets quickest way to get monkeypox
2022-08-06,rmchavin,[],"6-7-2022:  Pakistan and Hong Kong:  Here's a timeline for the emergence of monkeypox from non-existent threat to major pandemic.  If WHO had done its job and vaccinated everybody in West Africa, this pandemic might have been averted  https://t.co/FHxU1CLT5B  https://t.co/UKBz5ZU08B"
2022-08-06,jaxinsider,[],"Illinois daycare worker tests positive for monkeypox, children and other staff potentially exposed  https://t.co/HnyChz8fU6"
2022-08-06,estuaryegality,[],"Morning all, hope you all get the weekend you're looking forward to having.  Oh, and do try to keep the monkey pox down!  https://t.co/OiZUSB5jzW"
2022-08-06,amstradedesk,"['bitcoin', 'monkeypox']",I got the Mon(k)eyPox  🐵  #BITCOIN #monkeypox  https://t.co/8UVS3VnROL
2022-08-06,benryanwriter,['monkeypox'],"@mskathleenquinn @ddiamond Across the global #monkeypox outbreak, cases among women remain rare. Sources:  https://t.co/d2tgNe40RO"
2022-08-06,usasharenews,[],"Precautions to take against COVID-19 and monkeypox, and the possible spread of polio  https://t.co/OfPQBP9Mxd"
2022-08-06,clashpandaray1,[],Dallas County declares monkeypox outbreak a health emergency  https://t.co/3vKZgPzuOg
2022-08-06,buubl,[],"@LeobaNovaAD Then doooo it. Get the monkeypox vaccine tho, stay safe"
2022-08-06,homie69,[],Monkey Pox
2022-08-06,falconseaknight,[],"“The data indicates that… the monkeypox outbreak in Nigeria never stopped… Instead, transmission of the virus went underground… for years… eventually the outbreak there spread to other countries &amp; turned into the growing international outbreak the world is fighting now.”"
2022-08-06,abelka70,[],"Spain leads Europe in the fight against monkeypox, and struggles to prevent its spread  https://t.co/n1u6Y6IIDF"
2022-08-06,thalesnemo,[],@_totally_fine @tyler11_tyler @xabitron1 OH  MONKEY POX will be in schools ! The ruling class has learnt absolutely nothing on how to break the chain of transmission! The MPXV is painful lasts at least TWO MONTHS —3-6% death rate !  https://t.co/LQnKuwvl9c ➡️  https://t.co/bUUiSms2wD ➡️  https://t.co/Q5AffxsGEH
2022-08-06,4boysstrong70,[],MonkeyPox might be the one “monkey” to stop the show. 😱😱
2022-08-06,aaditya89670374,[],"CDC Suggests Gay, Bi Men Take ‘Temporary Break’ From Sex to Curb Monkeypox Spread  https://t.co/1g8but4wvo"
2022-08-06,admirearmani,[],"😰okay between the ability of the baby to fall but also Monkey Pox, Covid, and just the fact that has pumps are filthy … I hate thissssssssss even for the jokes"
2022-08-06,harrysfrand,[],me wanting pit for one of my shows but then realizing i’m gonna be so close in contact with people for almost 2 hours &amp; with monkeypox being high in nyc rn.. making me change my mind
2022-08-06,colt450000,[],@HangDouble5 Monkey pox  https://t.co/BkZgAKLGA5
2022-08-06,carolacarazo,[],Monkeypox is here. What questions do you have?  https://t.co/8015pOAcLS vía @mprnews
2022-08-06,tv9gujarati,['monkeypox'],"Three people of African origin still admitted to hospital. They're recovering from fever &amp; skin lesions. No suspect other than them found as yet. The person admitted in July has recovered completely and went back: Dr Suresh Kumar, MD, LNJP Hospital on #monkeypox cases in Delhi  https://t.co/Gq2BWaZ6L8"
2022-08-06,heretic__13,[],"@DrGJackBrown Did Polio get upset Covēy's stealing the limelight? We can't forget about the Monkeypox? When I think about 'extinction level events', I forget about the ones, biological in nature. 😑"
2022-08-06,c61428872cantu,[],"From ABC News:  Monkeypox case trajectory could outpace current vaccine supply, vaccine expert says   https://t.co/ZrKiRIOLuO"
2022-08-06,c61428872cantu,[],"U.S. officials plan to declare monkeypox outbreak a public health emergency, NBC News reports"
2022-08-06,c61428872cantu,[],"From ABC News:  Spain leads Europe in monkeypox, struggles to check spread   https://t.co/K56QxBnC1o"
2022-08-06,c61428872cantu,[],From ABC News:  UK: 'Early signs' that monkeypox outbreak may be peaking   https://t.co/p0MVwwxp6k
2022-08-06,c61428872cantu,[],"From ABC News:  Adult at day care tests positive for monkeypox, children potentially exposed   https://t.co/8ADNRe1CiL"
2022-08-06,naturalessencee,[],You know now that I see this post. I’m thinking monkey pox is prolly a mutated version of chicken pox?? &amp; they’re using a way to rave it up
2022-08-06,spabg2,"['monkeypox', 'clotshot']",#MonkeyPox - right there on one of the nine pages of the #ClotShot’s Effects (Side-Effects is not an accurate term).  https://t.co/Bi1ymmztfA
2022-08-06,mimscals,[],This is why I will never respect America monkey pox has been an endemic disease in Africa for decades but boohoo it came to the west know I have to care about it mtcheeeeww
2022-08-06,femcelgender,[],maybe if monkeys didnt fuck we wont get monkeypox😐
2022-08-06,iamblupearl,['monkeypox'],This 😐 right here is low as F and just such a slap in the face to people dealing with #Monkeypox 😑Understand you can be afraid of catching the virus but educate yourself on the real information. Sh1t call Health services but stop this toxic behavior
2022-08-06,queenimani___,[],This monkey pox shit really got me paranoid
2022-08-06,clown_bjj,[],I wonder if anyone is compiling data about vaccinated vs unvaccinated in regards to monkey pox?
2022-08-06,hydranerva,[],"""oh my God you're not wearing a mask? Clearly you're a covid super spreader?""  Oh my God you won't wear a rubber? Clearly you're a monkey pox super spreader  Oh shit we formed more factions"
2022-08-06,flavknowles,[],"@heavymetaltimmy @BondsRBest hiv and monkey pox is coming to get you, i will be attending the funeral and blasting renaissance on that grave"
2022-08-06,denise76080636,[],@NikkelKimberly @robmarles3 Tedros should be very concerned about Monkeypox!!
2022-08-06,deyahje2,[],Lol I lied I’m taking trip. Just hoping I don’t get monkeypox doing so.
2022-08-06,herenow23,[],"@shasha55 @KunstJonas @RenzPolster @NINDSdirector @JanetDafoe @DrZoffness Even, ""touching unwashed objects, fabrics (clothing, bedding, or towels), and surfaces that were used by someone with monkeypox, though this mode isn’t as common""   https://t.co/n2BwxjHnp3"
2022-08-06,kron4news,[],"An individual who was arrested and taken into custody has a suspected case of monkeypox, the San Francisco Sheriff’s Office said on Friday.  https://t.co/Lbtc8KHirq"
2022-08-06,360mediax,[],"Illinois daycare worker tests positive for monkeypox, children and other staff potentially exposed  https://t.co/3yT6Q5fF0c"
2022-08-06,weonqliao4,[],@lyssalevin Hopefully it’s not monkey pox💀
2022-08-06,heidi_sorenson_,[],No. We said no. Monkey pox?! Fucking kidding me with this shit man. Is there a vaccine? Literally zero network news off the grid fr irl  https://t.co/c9yDh49Osb
2022-08-06,graemewwatson,['monkeypox'],I hear there are more children getting #monkeypox. Thanks to pedophile Newson.
2022-08-06,qwerty14117587,[],Another two cases of Monkeypox in Cyprus  https://t.co/wVbjzmIkWt via @In_Cyprus  https://t.co/uUDkgHVErZ
2022-08-06,jdub_microtones,[],@ZubyMusic @Dr_Bry_So_Fly COVID-19 came from eating pangolins and monkey pox doesn’t come from putting things where they don’t belong.  To properly deal with monkey pox we need straight people to begin masking their genitals immediately.
2022-08-06,perribc,['monkeypox'],My understanding that the purpose of declaring an emergency is to unlock funds. I fully support this. Taxpayer funded butt plugs for everyone! It will solve the #monkeypox problem and it will have everyone chill the fuck out!  https://t.co/78XGO5DVrx
2022-08-06,carrottop_curls,['monkeypox'],"No one in the US has died from monkeypox. The fatality rate of this strain is less than 1%. This strain is significantly less contagious than other viruses. If we enter lockdown again, let that act as proof that the government uses fear as a tool for control. #monkeypox"
2022-08-06,cesairechidi,[],the monkeypox likely got my ass  https://t.co/iqy1XNwAds
2022-08-06,travelingpants4,[],ACAM2000 is a vaccine for Monkeypox.
2022-08-06,bloombergasia,[],"The rise of monkeypox cases in Africa, the only continent where the infectious disease is endemic, is coming from household transmission  https://t.co/LEncMIbdUK"
2022-08-06,wolffinthewild,[],@yashar Monkeypox will have that affect on you I guess 🤷🏻‍♂️
2022-08-06,stanaccount_no,[],"covid, monkeypox, earth spinning faster, and school starting… i’m exhausted😐"
2022-08-06,factswow1,"['health', 'emergency', 'monkeypox', 'world']",Another Public Health Emergency after COVID-19 in U.S. amid the Monkeypox outbreak    https://t.co/D8Lt5M84XI   #Health  #Emergency  #Monkeypox  #World  https://t.co/5WnTvNHCe8
2022-08-06,barrin84,[],"Ppl in this country are too fucking crazy. The planet knows this too, which is why covid, monkeypox, and global warming are things. Ppl are a virus running too rampant, and the planet has sent its defenses to eradicate us."
2022-08-06,vivalaradicals,[],These same ass people are gonna be the ones that take a monkey pox pandemic seriously because their vain asses aren’t going to want bumps on their faces. But like no biggie when y’all were likely KILLING people because you couldn’t just stay your ass in the house during covid.
2022-08-06,abdullahhasib2,[],"@MeetJess We want to, our governments do not. The toll of deaths and ruined lives come new academic year due to both Covid &amp; Monkeypox will be dreadful."
2022-08-06,theycanttakeb,[],It’s To The Point My 3 Year Old Asking Me About MonkeyPox 🤣🤦🏽‍♀️ Like Whatttt
2022-08-06,logic44_yt,[],@supernotvaxxed Then stop acting like you know shit about monkeypox. Thank you for ADMITTING to bad faith at least.
2022-08-06,george31570681,[],"@TimRunsHisMouth Monkeypox isn't a threat to the capitalism machine yet. When it threatens the ability of capitalists to exploit labor for profit, then you'll see a move more like what happened with COVID. Come on, man. You're smarter than this."
2022-08-06,khifeghi,[],Dallas County declares monkeypox outbreak a health emergency  https://t.co/rB4OrDeKml
2022-08-06,kissmeriver,[],y’all don’t got monkeypox… that’s bed bugs 🤭🤭🤭
2022-08-06,sanguinetales,[],Will the NIH or the WHO mandate chastity belts to limit the spread of monkey pox? You never know when a break out super spreader event will occur in your town.   Or would Muzzles suffice?
2022-08-06,aaronja10915807,[],It’s a fact most of the monkey pox has spread through homo sex. I want to make the point that it’s not the gays I’m worried about it’s the bisexuals that bring sex diseases from the gay scene to the straight crowd. Woke girls dating bi guys is dumb as fuck.
2022-08-06,foxthorntonsgf,[],so the US is in a public health emergency over the monkeypox…. harry styles concert is in 15 days…. k
